Launch_status,Title,Country,Prog_name,Launch_datetime,Launcher_name,Status,Price(million),Liftoff_Thrust(kN),Payload_to_LEO(kg),Payload_to_GTO(kg),Rocket_Height(m),Fairing_Diameter(m),Fairing_Height(m),Cross_Join
Success,SoyuzU|Cosmos1439, Kazakhstan,Cosmos 1439,2/6/83 11:31,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,N-IIStar-37E|Sakura2a, Japan,Sakura 2a,2/4/83 8:37,MHI,Retired,0,NA,"2,000",730,35,NA,NA,1
Success,SoyuzU|Cosmos1438, Kazakhstan,Cosmos 1438,1/27/83 8:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Delta3910|IRAS&PIX-2, USA,NA,1/26/83 2:17,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Failure,Cosmos-3M|Taïfounn°32, Russia,Taïfoun n°32,1/25/83 12:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Vostok-2M|Cosmos1437, Russia,Cosmos 1437,1/20/83 17:26,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-3M|Cosmos1429to1436, Russia,Cosmos 1429 to 1436,1/19/83 2:25,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos1428, Russia,Cosmos 1428,1/12/83 14:02,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos1427, Russia,Cosmos 1427,12/29/82 12:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1426, Kazakhstan,Cosmos 1426,12/28/82 12:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,Proton-K/Block-DM|Radugan°22L, Kazakhstan,Raduga n°22L,12/24/82 12:00,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,SoyuzU2|Cosmos1425, Kazakhstan,Cosmos 1425,12/23/82 9:10,RVSN USSR,Retired,$40.00 ,"4,693","7,150",0,51.32,3,15.59,1
Success,Atlas-E/FStar-37S-ISS|DMSP5D-2/F6, USA,DMSP 5D-2/F6,12/21/82 2:38,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos1424, Kazakhstan,Cosmos 1424,12/16/82 10:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Meteor-2n°10, Russia,Meteor-2 n°10,12/14/82 22:30,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Partial Failure,Molniya-M/BlockML|Cosmos1423, Kazakhstan,Cosmos 1423,12/8/82 13:46,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos1422, Russia,Cosmos 1422,12/3/82 12:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/Block-DM|Raduga11, Kazakhstan,Raduga 11,11/26/82 14:13,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Failure,Cosmos-3M|Strela-1Msatellites, Russia,Strela-1M satellites,11/24/82 11:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1421, Kazakhstan,Cosmos 1421,11/18/82 9:25,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIIID|KH-11, USA,NA,11/17/82 21:22,Martin Marietta,Retired,0,"10,587","12,300",NA,36,NA,NA,1
Success,SpaceShuttleColumbia|STS-5, USA,STS-5,11/11/82 12:19,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,Cosmos-3M|Cosmos1420, Russia,Cosmos 1420,11/11/82 6:14,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1419, Kazakhstan,Cosmos 1419,11/2/82 9:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Progress16, Kazakhstan,Progress 16,10/31/82 11:20,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Titan34D|DSCS-II-15+DSCS-III-A1, USA,DSCS-II-15 + DSCS-III-A1,10/30/82 11:23,Martin Marietta,Retired,0,"11,279","14,515","5,000",50,3.05,NA,1
Success,Delta3924|Satcom5, USA,NA,10/28/82 1:27,US Air Force,Retired,0,NA,NA,"1,104",NA,NA,NA,1
Success,Cosmos-3M|Cosmos1418, Russia,Cosmos 1418,10/21/82 14:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Proton-K/Block-DM|Gorizont6, Kazakhstan,Gorizont 6,10/20/82 16:26,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,Cosmos-3M|Cosmos1417, Russia,Cosmos 1417,10/19/82 5:58,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1416, Kazakhstan,Cosmos 1416,10/14/82 9:10,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,"ProtonK/Block-DM-2|Cosmos1413,1414&1415", Kazakhstan,"Cosmos 1413, 1414 & 1415",10/12/82 14:56,RVSN USSR,Retired,0,"9,548","19,000","2,400",57.64,4.35,10.4,1
Success,Tsyklon-2|Cosmos1412, Kazakhstan,Cosmos 1412,10/2/82 0:01,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,SoyuzU|Cosmos1411, Russia,Cosmos 1411,9/30/82 11:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Atlas-SLV3DCentaur-D1AR|Intelsat505, USA,Intelsat 505,9/28/82 23:17,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,Tsyklon-3|Cosmos1410, Russia,Cosmos 1410,9/24/82 9:15,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Molniya-M/Block2BL|Cosmos1409, Russia,Cosmos 1409,9/22/82 6:23,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,SoyuzU|Progress15, Kazakhstan,Progress 15,9/18/82 4:58,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/Block-DM|Ekran9, Kazakhstan,Ekran 9,9/16/82 18:31,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,Tsyklon-3|Cosmos1408, Russia,Cosmos 1408,9/16/82 4:55,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,SoyuzU|Cosmos1407, Russia,Cosmos 1407,9/15/82 15:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,LongMarch2C|FSW-04, China,FSW-0 4,9/9/82 7:19,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Failure,Ariane1|MARCES-B&Sirio-2, France,MARCES-B & Sirio-2,9/9/82 2:12,ESA,Retired,0,"2,772","4,850","1,850",47.388,NA,NA,1
Success,SoyuzU|Cosmos1406, Russia,Cosmos 1406,9/8/82 10:20,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos1405, Kazakhstan,Cosmos 1405,9/4/82 17:50,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,N-I|Kiku4, Japan,Kiku 4,9/3/82 5:00,MHI,Retired,0,NA,"1,200",360,34,NA,NA,1
Success,SoyuzU|Cosmos1404, Russia,Cosmos 1404,9/1/82 11:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1403, Kazakhstan,Cosmos 1403,9/1/82 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Strela-2Msatellite, Russia,Strela-2M satellite,8/30/82 19:55,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Tsyklon-2|Cosmos1402, Kazakhstan,Cosmos 1402,8/30/82 10:06,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Molniya-M/BlockML|Molniya-3n°101, Russia,Molniya-3 n°101,8/27/82 0:02,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Delta3920|AnikD1, USA,NA,8/26/82 23:10,US Air Force,Retired,0,NA,"3,452",NA,NA,NA,NA,1
Success,SoyuzU|Cosmos1401, Russia,Cosmos 1401,8/20/82 9:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|SoyuzT-7, Kazakhstan,Soyuz T-7,8/19/82 17:11,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Cosmos1400, Russia,Cosmos 1400,8/5/82 6:56,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,SoyuzU|Cosmos1399, Kazakhstan,Cosmos 1399,8/4/82 11:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1398, Russia,Cosmos 1398,8/3/82 11:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1397, Russia,Cosmos 1397,7/29/82 19:40,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1396, Russia,Cosmos 1396,7/27/82 12:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,Proton-K/Block-DM|Ekrann°23L, Kazakhstan,Ekran n°23L,7/22/82 22:11,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,Molniya-M/BlockML|Molniya-1n°100, Kazakhstan,Molniya-1 n°100,7/21/82 9:40,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Cosmos-3M|Cosmos1388to1395, Russia,Cosmos 1388 to 1395,7/21/82 6:31,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta3920|Landsat4, USA,NA,7/16/82 17:59,US Air Force,Retired,0,NA,"3,452",NA,NA,NA,NA,1
Success,SoyuzU|Cosmos1387, Russia,Cosmos 1387,7/13/82 8:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Progress14, Kazakhstan,Progress 14,7/10/82 9:57,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1386, Russia,Cosmos 1386,7/7/82 9:47,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1385, Russia,Cosmos 1385,7/6/82 7:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1384, Russia,Cosmos 1384,6/30/82 15:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1383, Russia,Cosmos 1383,6/29/82 21:45,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SpaceShuttleColumbia|STS-4, USA,STS-4,6/27/82 15:00,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,Molniya-M/Block2BL|Cosmos1382, Russia,Cosmos 1382,6/25/82 2:28,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,SoyuzU|SoyuzT-6, Kazakhstan,Soyuz T-6,6/24/82 16:29,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1381, Kazakhstan,Cosmos 1381,6/18/82 13:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Partial Failure,Cosmos-3M|Cosmos1380, Russia,Cosmos 1380,6/18/82 11:58,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Tsyklon-2|Cosmos1379, Kazakhstan,Cosmos 1379,6/18/82 11:04,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Failure,SoyuzU|Zenit-6n°539, Kazakhstan,Zenit-6 n°539,6/12/82 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-3|Cosmos1378, Russia,Cosmos 1378,6/10/82 17:37,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Delta3910|Westar5, USA,NA,6/9/82 0:24,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Success,SoyuzU|Cosmos1377, Kazakhstan,Cosmos 1377,6/8/82 12:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1376, Russia,Cosmos 1376,6/8/82 7:45,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1375, Russia,Cosmos 1375,6/6/82 17:10,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,K65M-RB5|Cosmos1374(BOR-4), Russia,Cosmos 1374 (BOR-4),6/3/82 21:30,RVSN USSR,Retired,0,"1,486","1,300",0,26,2.44,5.72,1
Success,SoyuzU|Cosmos1373, Kazakhstan,Cosmos 1373,6/2/82 12:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos1372, Kazakhstan,Cosmos 1372,6/1/82 13:58,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Cosmos-3M|Cosmos1371, Russia,Cosmos 1371,6/1/82 4:37,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-1n°99, Russia,Molniya-1 n°99,5/28/82 22:02,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos1370, Kazakhstan,Cosmos 1370,5/28/82 9:10,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1369, Russia,Cosmos 1369,5/25/82 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Progress13, Kazakhstan,Progress 13,5/23/82 5:56,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1368, Kazakhstan,Cosmos 1368,5/21/82 12:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/Block2BL|Cosmos1367, Russia,Cosmos 1367,5/20/82 13:08,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,Proton-K/Block-DM|Cosmos1366, Kazakhstan,Cosmos 1366,5/17/82 23:50,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Failure,SoyuzU|Zenit-6n°536, Russia,Zenit-6 n°536,5/15/82 14:20,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos1365, Kazakhstan,Cosmos 1365,5/14/82 19:39,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,SoyuzU|SoyuzT-5, Kazakhstan,Soyuz T-5,5/13/82 9:58,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIIID|KH9-17&SSF-D-4, USA,KH9-17 & SSF-D-4,5/11/82 18:35,Martin Marietta,Retired,0,"10,587","12,300",NA,36,NA,NA,1
Success,Cosmos-3M|Cosmos1357to1364, Russia,Cosmos 1357 to 1364,5/6/82 18:07,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Vostok-2M|Cosmos1356, Russia,Cosmos 1356,5/5/82 8:01,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Tsyklon-2|Cosmos1355, Kazakhstan,Cosmos 1355,4/29/82 9:55,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Cosmos-3M|Cosmos1354, Russia,Cosmos 1354,4/28/82 2:52,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1353, Russia,Cosmos 1353,4/23/82 9:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos1352, Kazakhstan,Cosmos 1352,4/21/82 9:15,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1351, Russia,Cosmos 1351,4/21/82 1:40,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Proton-K|Salyut7, Kazakhstan,Salyut 7,4/19/82 19:45,RVSN USSR,Retired,0,"9,469","20,100",0,56.14,4.15,16.12,1
Success,SoyuzU|Cosmos1350, Russia,Cosmos 1350,4/15/82 14:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Delta3910|INSAT-1A, USA,INSAT-1A,4/10/82 6:47,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Success,Cosmos-3M|Cosmos1349, Russia,Cosmos 1349,4/8/82 0:15,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/Block2BL|Cosmos1348, Russia,Cosmos 1348,4/7/82 13:41,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,SoyuzU|Cosmos1347, Kazakhstan,Cosmos 1347,4/2/82 10:15,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Cosmos1346, Russia,Cosmos 1346,3/31/82 16:27,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-3M|Cosmos1345, Russia,Cosmos 1345,3/31/82 9:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Tsyklon-3|Meteor-2n°08, Russia,Meteor-2 n°08,3/25/82 9:50,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Cosmos-3M|Cosmos1344, Russia,Cosmos 1344,3/24/82 19:47,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-3n°98, Russia,Molniya-3 n°98,3/24/82 0:12,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SpaceShuttleColumbia|STS-3, USA,STS-3,3/22/82 16:00,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,SoyuzU|Cosmos1343, Russia,Cosmos 1343,3/17/82 10:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/Block-DM|Gorizont5, Kazakhstan,Gorizont 5,3/15/82 4:39,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,TitanIII(23)C|DSP-10, USA,DSP-10,3/6/82 19:25,Martin Marietta,Retired,0,"13,642","13,100","3,000",42,3,NA,1
Success,SoyuzU|Cosmos1342, Russia,Cosmos 1342,3/5/82 10:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Atlas-SLV3DCentaur-D1AR|Intelsat504, USA,Intelsat 504,3/5/82 0:23,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Failure,Cosmos-3M|Taïfounn°27, Russia,Taïfoun n°27,3/4/82 16:41,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/Block2BL|Cosmos1341, Russia,Cosmos 1341,3/3/82 5:44,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,Molniya-M/BlockML|Molniya-1n°97, Russia,Molniya-1 n°97,2/26/82 20:10,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Delta3910|Westar4, USA,NA,2/26/82 0:04,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Success,Vostok-2M|Cosmos1340, Russia,Cosmos 1340,2/19/82 1:42,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-3M|Cosmos1339, Russia,Cosmos 1339,2/17/82 21:56,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1338, Russia,Cosmos 1338,2/16/82 11:10,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos1337, Kazakhstan,Cosmos 1337,2/11/82 1:11,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Proton-K/Block-DM|Ekran8, Kazakhstan,Ekran 8,2/5/82 9:12,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,SoyuzU|Cosmos1336, Kazakhstan,Cosmos 1336,1/30/82 11:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1335, Russia,Cosmos 1335,1/29/82 11:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,TitanIII(24)B|OPS2849, USA,OPS 2849,1/21/82 19:30,US Air Force,Retired,0,"2,410","4,000",NA,50,3.05,NA,1
Success,SoyuzU|Cosmos1334, Russia,Cosmos 1334,1/20/82 11:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Delta3910|Satcom4, USA,NA,1/16/82 1:55,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Success,Cosmos-3M|Cosmos1333, Russia,Cosmos 1333,1/14/82 7:51,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos1332, Russia,Cosmos 1332,1/12/82 12:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos1331, Russia,Cosmos 1331,1/7/82 15:38,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-1n°96, Kazakhstan,Molniya-1 n°96,12/23/81 13:15,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Ariane1|MARCES-1&CAT-4, France,MARCES-1 & CAT-4,12/20/81 1:29,ESA,Retired,0,"2,772","4,850","1,850",47.388,NA,NA,1
Success,SoyuzU|Cosmos1330, Kazakhstan,Cosmos 1330,12/19/81 11:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,Atlas-E/FSGS-1|GPS-7, USA,GPS-7,12/19/81 1:10,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,Cosmos-3M|Radio-Sputnik3to8, Russia,Radio-Sputnik 3 to 8,12/17/81 11:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Atlas-SLV3DCentaur-D1AR|Intelsat503, USA,Intelsat 503,12/15/81 23:35,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos1329, Kazakhstan,Cosmos 1329,12/4/81 9:50,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-3|Cosmos1328, Russia,Cosmos 1328,12/3/81 11:47,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Cosmos-3M|Cosmos1320to1327, Russia,Cosmos 1320 to 1327,11/28/81 18:08,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Bhaskara-2, Russia,Bhaskara-2,11/20/81 8:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta3910|Satcom3R, USA,NA,11/20/81 1:37,US Air Force,Retired,0,NA,NA,"1,154",NA,NA,NA,1
Success,Molniya-M/BlockML|Molniya-1n°95, Russia,Molniya-1 n°95,11/17/81 15:25,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos1319, Kazakhstan,Cosmos 1319,11/13/81 9:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SpaceShuttleColumbia|STS-2, USA,STS-2,11/12/81 15:09,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,Proton-K/BlockD-1|Venera14, Kazakhstan,Venera 14,11/4/81 5:31,RVSN USSR,Retired,0,"9,468","19,000","9,000",56.14,3.9,10.4,1
Success,SoyuzU|Cosmos1318, Russia,Cosmos 1318,11/3/81 13:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/Block2BL|Cosmos1317, Russia,Cosmos 1317,10/31/81 22:53,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,TitanIII(23)C|OPS-4029(Vortex), USA,OPS-4029 (Vortex),10/31/81 9:22,Martin Marietta,Retired,0,"13,642","13,100","3,000",42,3,NA,1
Success,Proton-K/BlockD-1|Venera13, Kazakhstan,Venera 13,10/30/81 6:04,RVSN USSR,Retired,0,"9,468","19,000","9,000",56.14,3.9,10.4,1
Success,Molniya-M/BlockML|Molniya-3n°94, Russia,Molniya-3 n°94,10/17/81 5:59,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos1316, Kazakhstan,Cosmos 1316,10/15/81 9:15,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Cosmos1315, Russia,Cosmos 1315,10/13/81 23:01,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Proton-K/Block-DM|Raduga10, Kazakhstan,Raduga 10,10/9/81 16:59,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,SoyuzU|Cosmos1314, Russia,Cosmos 1314,10/9/81 10:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Delta2310|Explorer64(SME)&UoSAT-1, USA,Explorer 64 (SME) & UoSAT-1,10/6/81 11:27,US Air Force,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos1313, Kazakhstan,Cosmos 1313,10/1/81 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-3|Cosmos1312, Russia,Cosmos 1312,9/30/81 8:00,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Cosmos-3M|Cosmos1311, Russia,Cosmos 1311,9/28/81 21:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
